date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,Escient,https://escient.com.au/,Australia,South Australia,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Esencia Patagonia,https://www.esenciapatagonia.com.ar,Argentina,Río Negro Province,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,esentri AG,https://esentri.com/,Germany,Baden-Württemberg,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,ESG Institute,https://the-esg-institute.com/,Singapore,Central Singapore Community Development Council,Other education,Service with Minor Environmental Footprint,
2026-04-13,ESG PRO Limited,https://www.esgpro.co.uk,United Kingdom,Worcestershire,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,ESGlogic,https://esglogic.eu,,,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,ESGVALUE SAS BIC,https://www.revalueconsulting.co/,Ecuador,Pichincha Province,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Eshuis Accountants Beheer B.V.,https://www.eshuis.com,Netherlands The,Overijssel,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Eska B.V.,https://eska.com,Netherlands The,Groningen,Paper & paper products,Manufacturing,
2026-04-13,Esola Forest inc.,https://www.esola-f.co.jp,Japan,Fukuoka Prefecture,Personal care products,Wholesale/Retail,
2026-04-13,Espantapajaros,https://www.espantapajaros.cl,Chile,Los Lagos Region,Restaurants & food service,Service with Significant Environmental Footprint,
2026-04-13,Espectro Industria e Comercio de Produtos Ergonômicos Ltda EPP,https://www.espectro3d.com.br,Brazil,São Paulo,Other manufacturing,Manufacturing,
2026-04-13,ESPERTA Srl Impresa Sociale,https://www.espertasrl.com,Italy,Province of Parma,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Esse,https://www.essethelabel.com,Singapore,South East Community Development Council,Apparel,Wholesale/Retail,
2026-04-13,Essence Branding,https://essencebranding.com.br,Brazil,Bahia,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-20,Essential Edinburgh Limited,https://www.essentialedinburgh.co.uk,United Kingdom,Edinburgh,Membership organizations,Service with Minor Environmental Footprint,
2026-04-13,Essential Layer Inc,https://www.essentiallayer.com,,,Apparel,Manufacturing,
2026-04-13,Essential Oxygen,https://essentialoxygen.com/,United States,California,Personal care products,Wholesale/Retail,
2026-04-13,Essential Touch NZ Ltd. t/a Goodbye,https://goodbye.co.nz,New Zealand,Bay of Plenty Region,Personal care products,Wholesale/Retail,
2026-04-13,ESTEVE,https://www.esteve.com/,Spain,Catalonia,Pharmaceutical products,Manufacturing,
2026-04-13,Estom Ltd,https://Estom.co.uk,United Kingdom,United Kingdom,Food products,Wholesale/Retail,
2026-04-13,Estrella Ventures,https://www.estrellaventures.com,United Kingdom,Somerset,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Estudio Contexto,https://Estudio.eco,Mexico,Jalisco,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Estudios y Consultorias Focus,https://www.focus.cl,Chile,Santiago Metropolitan Region,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Et Fille Wines,https://www.etfillewines.com,United States,Oregon,Agricultural Processing,Agriculture/Growers,
2026-04-13,ETAM SCE (Groupe Etam),https://etam-groupe.com/,France,Île-de-France,Apparel,Wholesale/Retail,
2026-04-13,Etch (UK) Limited,https://etchuk.com/,United Kingdom,Hampshire,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-05-04,Etch Software Limited,https://etch.co,United Kingdom,Kent,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Etelec Italia S.p.A. Società Benefit,https://www.etelec.com,Italy,Metropolitan City of Naples,Electrical equipment,Manufacturing,
2026-04-13,Eteria Limited,https://eteria.co.uk/,United Kingdom,City of London,Engineering,Service with Minor Environmental Footprint,
2026-04-13,Ethanology LLC,https://www.EthanologyDistillation.com,United States,Michigan,Beverages,Manufacturing,
2026-04-13,Ethical Bedding,https://ethicalbedding.com,United Kingdom,London Borough of Islington,Textiles,Wholesale/Retail,
2026-04-13,Ethical Digital Ltd.,https://www.ethicaldigital.ca,Canada,Saskatchewan,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-05-04,Ethical eDiscovery,https://www.ethicalediscovery.com,United Kingdom,City of London,Legal activities,Service with Minor Environmental Footprint,
2026-04-20,Ethical Investing NZ,https://ethicalinvesting.nz/,New Zealand,Auckland Region,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Ethical Investment Services,https://www.ethicalinvestments.com.au,Australia,Victoria,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,"Ethical Markets Media, LLC",https://www.ethicalmarkets.com,United States,Florida,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Ethical Profit Accounting Agency,https://www.ethicalprofitagency.com,Canada,Ontario,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Ethical Swag Inc.,https://www.ethicalswag.com/,Canada,Nova Scotia,General retail via Internet,Wholesale/Retail,
2026-04-13,Ethicdrinks,https://www.ethicdrinks.fr,France,Aquitaine,Beverages,Wholesale/Retail,
2026-04-13,Ethinvest,https://ethinvest.com.au,Australia,New South Wales,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Ethique,https://www.ethique.com,,,Personal care products,Manufacturing,
2026-04-13,Ethos Santa Cruz,https://www.ethossantacruz.com,United States,California,General retail via Internet,Wholesale/Retail,
2026-04-13,Ethos Services SA,https://www.ethosfund.ch/en,Switzerland,Canton of Geneva,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,etic.a Srl,https://www.eticasrl.net,Italy,Metropolitan City of Rome,Paper & paper products,Manufacturing,
2026-04-13,Etifor Srl Società Benefit,https://www.etifor.com/en,Italy,Province of Padua,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Etiko Pty Ltd,https://www.etiko.com.au,Australia,Victoria,Apparel,Wholesale/Retail,
2026-04-13,Etnias Mundi,https://www.etniasmundi.com,Brazil,São Paulo,General retail via Internet,Wholesale/Retail,
2026-04-13,Etta Loves Ltd,https://www.ettaloves.com,United Kingdom,Essex,Other retail sale,Wholesale/Retail,
2026-04-13,Ettitude Holdings Inc,https://www.ettitude.com,United States,California,Textiles,Wholesale/Retail,
2026-04-13,Etyo,https://www.etyo.com,France,Paris,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Eu Design/Fenili Group Spa Società Benefit,https://eu-design.com,Italy,Province of Bergamo,Apparel,Manufacturing,
2026-04-13,Euca Tigre,https://www.eucatigre.com,Argentina,Buenos Aires Province,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,Eudaimon SpA,https://www.eudaimon.it,Italy,Piedmont,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Eunomia Research and Consulting LTD,https://www.eunomia.eco,United Kingdom,City of Bristol,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,eureciclo,https://www.eureciclo.com.br,Brazil,São Paulo,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Eureka srl,https://eurekaitalia.eu/,Italy,Trentino-South Tyrol,Other renewable energy installation,Service with Minor Environmental Footprint,
2026-04-13,Eurekon B.V.,https://www.eurekon.nl,Netherlands The,South Holland,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Euro Caps Holding BV,https://euro-caps.nl,Netherlands The,South Holland,Beverages,Manufacturing,
2026-04-13,Euro Company S.P.A. SB,https://www.eurocompany.it,Italy,Emilia-Romagna,Food products,Manufacturing,
2026-05-04,EUROPEAN PHARMA CONSULTING (EPC) LTD,https://www.scendea.com/,United Kingdom,United Kingdom,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,European Raid Arrays Ltd,https://eraltduk.com,United Kingdom,Buckinghamshire,Data processing & hosting,Service with Significant Environmental Footprint,
2026-04-13,EUROSERVICES PARTNER SAS,https://www.euroservices-partner.com,France,Grand Est,Transportation support,Service with Significant Environmental Footprint,
2026-04-13,Eurotherm SpA SB,https://www.eurotherm.info/it/it/,Italy,South Tyrol,Other install & construction,Service with Significant Environmental Footprint,
2026-04-13,Eutopia,https://www.eutopia.vc,France,Paris,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,ev dot energy limited,https://ev.energy,United Kingdom,London Borough of Hackney,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Eva,https://www.eva.com.au,Australia,Victoria,Furniture,Wholesale/Retail,
2026-04-13,Eva-NYC,https://eva-nyc.com,United States,New York,Personal care products,Wholesale/Retail,
2026-04-13,Evaneos,https://www.evaneos.fr,France,Paris,Web portals,Service with Minor Environmental Footprint,
2026-04-13,EVE AND CO - LEVEL UP,https://eve-and-co.com/,France,Île-de-France,Textiles,Wholesale/Retail,
2026-04-13,evee,https://www.evee.com.au/,Australia,Australian Capital Territory,Transportation support,Service with Minor Environmental Footprint,
2026-04-13,Evenlode Investment Management Ltd,https://evenlodeinvestment.com/,United Kingdom,Oxfordshire,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Evercom,https://evercom.es/,Spain,Madrid,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Evercomm,https://www.evercomm.com.sg,Singapore,Central Singapore Community Development Council,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Everdrop GmbH,https://www.everdrop.com,Germany,Bavaria,Cleaning products,Wholesale/Retail,
2026-04-13,EVEREST,https://www.everest.studio,France,Île-de-France,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Everglow,https://everglow.studio,United Kingdom,Wales,Mobile applications,Service with Minor Environmental Footprint,
2026-04-13,Evergreen Energy Partners,https://evergreen.energy,United States,Oregon,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Evergreen GmbH,https://www.evergreen.de,Germany,Saxony,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Evergreen Lodge & Rush Creek Lodge at Yosemite,https://yosemitehotels.com,United States,California,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Everloop,https://www.everloop.agency/,United Kingdom,Hertfordshire,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Evermind Srl Società Benefit,https://www.evermind.it,Italy,Lazio,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,"Evermore Pet Food, Inc.",https://www.evermorepetfood.com/,United States,New York,Food products,Wholesale/Retail,
2026-04-13,Everoot Consulting,https://everootconsulting.com,United States,California,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Everside Capital Partners,https://www.everside.com,United States,New York,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Every Bit Counts,https://www.everybitcounts.co,Australia,Victoria,Arts & entertainment,Service with Minor Environmental Footprint,
2026-04-13,Every Man Jack,https://www.everymanjack.com,United States,California,Personal care products,Wholesale/Retail,
2026-04-13,Everybody Agency Limited,https://www.everybodyagency.com,United Kingdom,London Borough of Southwark,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Everyone.org,https://www.everyone.org,Netherlands The,North Holland,Pharmaceutical products,Wholesale/Retail,
2026-04-13,"everyoungpeople co., ltd.",http://www.everyoungpeople.com,South Korea,Seoul,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,Everything Seeds,https://everythingseeds.co.uk,United Kingdom,Gloucestershire,General retail via Internet,Wholesale/Retail,
2026-05-11,EVERYTHING. BOXED. LTD,https://www.everything-boxed.com/,United Kingdom,Cambridgeshire,Personal care products,Wholesale/Retail,
2026-04-13,"Evnia, firme-conseil en écofiscalité | Environmental Compliance Group",https://evnia.com,Canada,Quebec,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Evoluted New Media Ltd,https://www.evoluted.net,United Kingdom,Sheffield,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Evolution Marketing,https://www.greenmkting.com,United States,Wisconsin,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Evolution Money,https://www.evolutionmoney.co.uk,United Kingdom,Manchester,Other credit - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Evolve Collaborative,https://www.evolve.agency,United States,Oregon,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,evolve LLC,https://www.evolveEA.com,United States,Pennsylvania,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Evovest,https://evovest.com,Canada,Quebec,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,"Evrnu, SPC",https://www.evrnu.com,United States,Washington,Scientific R&D,Service with Minor Environmental Footprint,
2026-04-13,eWater Group Pty Ltd (Holding Company),https://www.ewatersystems.com,Australia,Victoria,Chemicals & chemical products,Wholesale/Retail,
2026-04-13,Exa Product Development,https://exapd.com,Australia,Victoria,Engineering,Service with Minor Environmental Footprint,
2026-04-13,"Excel Packaging, Inc.",https://www.excelpackaging.com,United States,California,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Excelsia Injury Care,https://www.excelsiainjurycare.com,United States,Maryland,Medical & dental practice,Service with Significant Environmental Footprint,
2026-04-13,Exclusive Collection,https://www.exclusive.co.uk,United Kingdom,Surrey,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Executive Integrity Ltd,https://www.executive-integrity.com,United Kingdom,Hampshire,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,ExecutiveSurf,https://executivesurf.com/,United Kingdom,Royal Borough of Kensington and Chelsea,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Exen Legal Solutions Limited (Trading as Katchr),https://katchr.com/,United Kingdom,Kirklees,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Exhale Coffee,https://www.exhalecoffee.com,United Kingdom,London Borough of Haringey,Beverages,Wholesale/Retail,
2026-04-13,Exim Group,https://exim-group.co.uk/,United Kingdom,Suffolk,Transportation support,Service with Minor Environmental Footprint,
2026-04-13,Exing,https://exing.com.ar/,Argentina,Buenos Aires Province,Computers & electronics,Wholesale/Retail,
2026-04-13,EXO Travel,https://www.exotravel.com,Thailand,Bangkok,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Exodus Travels Ltd,https://www.exodus.co.uk,United Kingdom,Surrey,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,EXP Journeys,https://www.expjourneys.com,United States,California,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,Expatriate Tax Advisory Service Limited,https://expatriatetax.co.uk,United Kingdom,Surrey,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Experience Momentum,https://experiencemomentum.com,United States,Washington,Medical & dental practice,Service with Significant Environmental Footprint,
2026-04-13,Experienced Capital Management,https://excp.com,France,Île-de-France,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Experimental Perfume Club Ltd,https://experimentalperfumeclub.com,United Kingdom,London Borough of Camden,Personal care products,Manufacturing,
2026-04-13,Expert Advice / Sleeping Lion,https://expertadviceonline.com,United Kingdom,City of Westminster,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Explora Chile SA,https://www.explora.com,Chile,Santiago Metropolitan Region,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Explorandes,https://www.explorandes.com,Peru,Lima,Travel agency & related,Service with Significant Environmental Footprint,
2026-04-13,Explore Worldwide,https://www.explore.co.uk,United Kingdom,Hampshire,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,eXplorins,https://pers.ninja/,,,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Exponencial Confirming S.A.S,https://www.mente.co,Colombia,Antioquia Department,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,"Exponent Beauty, INC",https://exponentbeauty.com,United States,California,Personal care products,Wholesale/Retail,
2026-04-13,Exponent Partners,https://www.exponentpartners.com,United States,California,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Exposure Ninja,https://exposureninja.com,United Kingdom,Nottinghamshire,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Expovorm International,https://www.expovorm.nl,Netherlands The,Overijssel,Other personal services,Service with Significant Environmental Footprint,
2026-04-13,ExquisiteCrystals.com LLC,https://www.exquisitecrystals.com/,United States,Washington,Other retail sale,Wholesale/Retail,
2026-04-13,ExR Education,https://exr.education,United Kingdom,London Borough of Lambeth,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Extend,https://www.extend.cl,Chile,Santiago Metropolitan Region,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Extensio,https://www.extensio.mx,Mexico,Mexico City,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,Extract Coffee Roasters Ltd,https://www.extractcoffee.co.uk,United Kingdom,City of Bristol,Beverages,Manufacturing,
2026-04-13,Extravega Milano Srl SB,https://www.extravega.com,Italy,Lombardy,Fabricated metal products,Manufacturing,
2026-04-13,Exxeta AG,https://www.exxeta.com,Germany,Baden-Württemberg,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Exygy,https://www.exygy.com,United States,California,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Eyespace Eyewear,https://www.eyespace-eyewear.co.uk,United Kingdom,Worcestershire,Apparel,Wholesale/Retail,
2026-04-13,Eyxo,https://www.eyxo.com.br,Brazil,Rio Grande do Sul,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Ezee Group International Ltd,https://www.egipulp.com,United Kingdom,Leicestershire,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Ezytail,https://www.ezytail.com,France,Île-de-France,Transportation support,Service with Significant Environmental Footprint,
2026-05-04,F.IRE S.r.l. Società Benefit,https://entefire.it/fire/,Italy,Liguria,Education & training services,Service with Minor Environmental Footprint,
2026-04-13,F.lli Saclà SpA,https://www.sacla.it/,Italy,Piedmont,Food products,Manufacturing,
2026-04-13,f.r.a.,https://www.fracreative.com,United Kingdom,Shropshire,Spec design (non-building),Service with Minor Environmental Footprint,
2026-04-13,F4F,https://www.f4f.cl,Chile,Maule Region,Food products,Manufacturing,
2026-04-13,F5 PROYECTOS Y ARQUITECTURA,https://www.f5proyectos.com,Spain,Asturias,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Fab Glass and Mirror LLC,https://www.fabglassandmirror.com/,United States,Ohio,Other non-metal minerals,Wholesale/Retail,
2026-04-13,FAB Group Holdings Limited,https://www.archwaydentalsurgery.co.uk,United Kingdom,Cornwall,Medical & dental practice,Service with Significant Environmental Footprint,
2026-04-13,FABA S.r.l.,https://www.myfaba.com,Italy,Province of Treviso,Games & toys,Wholesale/Retail,
2026-04-13,Fabienne Chapot,https://www.fabiennechapot.com,Netherlands The,North Holland,Apparel,Wholesale/Retail,
2026-04-13,Fable,https://fable.com,Canada,British Columbia,General retail via Internet,Wholesale/Retail,
2026-04-13,FABLI,https://fabli.co,Canada,Quebec,Books or other media,Wholesale/Retail,
2026-04-13,Fabric KK,https://fbrc.co/en/home,Japan,Tokyo,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Fabricsmart t/a Scrummi,https://www.scrummi.com/,United Kingdom,United Kingdom,Textiles,Manufacturing,
2026-04-13,FABRIQUE SRL,https://www.luxo.com.ar,Argentina,Autonomous City Of Buenos Aires,Textiles,Manufacturing,
2026-04-13,"Facilitea Selectplace, S.A.U.",https://www.facilitea.com,Spain,Catalonia,General retail via Internet,Wholesale/Retail,
2026-04-13,"FACT Design, LLC",https://www.fact.design,United States,Tennessee,Other manufacturing,Manufacturing,
2026-04-13,Factors Group Australia,https://bioclinicnaturals.com.au,Australia,New South Wales,Pharmaceutical products,Wholesale/Retail,
2026-04-13,Factors Group Canada,https://www.naturalfactors.com,Canada,British Columbia,Personal care products,Manufacturing,2026-05-04
2026-04-13,Factors Group USA,https://www.naturalfactors.com,United States,Washington,Pharmaceutical products,Manufacturing,2026-05-04
2026-04-13,Factory Family Group Ltd,,United Kingdom,London Borough of Camden,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,FAGUO,https://www.faguo.fr,France,Pays de la Loire,Apparel,Wholesale/Retail,
2026-04-13,Faherty Brand LLC,https://fahertybrand.com,United States,New York,Apparel,Wholesale/Retail,
2026-04-13,Fair Capital Partners,https://www.faircapitalpartners.nl,Netherlands The,North Holland,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Fair Harbor,https://fairharborclothing.com,United States,New York,Apparel,Wholesale/Retail,
2026-04-13,Fair Planet Advisors,https://www.fairplanetadvisors.com,United States,Washington,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Fair Trade Jewellery Co.,https://ftjco.com,Canada,Ontario,Jewelry & related articles,Manufacturing,
2026-04-13,FairClimateFund,https://www.fairclimatefund.nl/en,Netherlands The,Utrecht,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Fairfax and Favor,https://www.fairfaxandfavor.com,United Kingdom,Norfolk,Leather & related products,Wholesale/Retail,
2026-04-13,Fairground Ltd,https://www.fairground.co.nz,New Zealand,Canterbury Region,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Fairlo,https://www.fairlo.se,Sweden,Stockholm County,Other credit - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Fairmat,https://www.fairmat.tech/,France,Île-de-France,Other recycling,Manufacturing,
2026-04-13,Fairphone,https://www.fairphone.com,Netherlands The,North Holland,Computers & electronics,Wholesale/Retail,
2026-04-13,Fairtrade Original bv,https://www.fairtradeoriginal.nl,Netherlands The,Gelderland,Food products,Wholesale/Retail,
2026-04-13,Fairware Promotional Products,https://www.fairware.com,Canada,British Columbia,General retail via Internet,Wholesale/Retail,
2026-04-13,Faith in Nature,https://www.faithinnature.co.uk,,,Personal care products,Manufacturing,
2026-04-13,Faithful to Nature,https://www.faithful-to-nature.co.za,South Africa,Western Cape,General retail via Internet,Wholesale/Retail,
2026-04-13,Faithfull the Brand,https://www.faithfullthebrand.com/,Indonesia,Bali,Apparel,Manufacturing,
2026-04-13,Falling Colors Corporation,https://fallingcolors.com,United States,New Mexico,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,Fallow Restaurant,https://fallowrestaurant.com,United Kingdom,City of Westminster,Restaurants & food service,Service with Significant Environmental Footprint,
2026-04-13,Fama re.capital,https://www.famarecapital.com,Brazil,São Paulo,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Familia Bercomat,https://www.familiabercomat.com/,Argentina,Autonomous City Of Buenos Aires,Other retail sale,Wholesale/Retail,
2026-04-20,Famille Descombe,https://www.descombe.com,France,Auvergne-Rhône-Alpes,Agricultural Processing,Agriculture/Growers,
2026-04-13,FAMILLE RAVOIRE,https://ravoire.fr,France,Provence-Alpes-Côte d'Azur,Beverages,Wholesale/Retail,
2026-04-13,Fan Milk (a Danone Company),https://fanmilk.danone.com/,Ghana,Greater Accra Region,Food products,Manufacturing,
2026-04-13,Fanclub PR Ltd,https://www.fanclubpr.com,United Kingdom,London Borough of Hackney,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Fancy Films,https://www.fancyfilms.com.au,Australia,Victoria,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Far More,https://farmore.co,Australia,Victoria,Agicultural support/post-harvest,Agriculture/Growers,
2026-04-13,FARAD Group,https://www.FARAD-GROUP.com,Luxembourg,Luxembourg District,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,"Farallon Strategies, LLC",https://www.farallonstrategies.com,United States,California,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,FARM LEAGUE,https://www.farmleague.us,,,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Farmaceutici Procemsa spa,https://www.procemsa.it,Italy,Metropolitan City of Turin,Food products,Manufacturing,
2026-04-13,FARMACIA A. COLUTTA DELLA DOTT.SSA ANTONELLA COLUTTA & C.,https://www.farmaciacolutta.it,Italy,Friuli-Venezia Giulia,Pharmaceutical products,Wholesale/Retail,
2026-04-13,Farmacia degli Arsenali srl - S.B.,https://www.farda.it,Italy,Province of Salerno,Pharmaceutical products,Wholesale/Retail,
2026-04-13,Farmacia Fracción,https://www.fraccion.cl/,Chile,Santiago Metropolitan Region,Pharmaceutical products,Wholesale/Retail,
2026-04-13,Farmacie Fiorentine A.Fa.M. S.p.A,https://www.farmaciecomunalifirenze.it,,,Pharmaceutical products,Wholesale/Retail,
2026-04-13,FarmCompany A/S,https://farmcompany.dk,Denmark,Region of Southern Denmark,Mixed Farming,Agriculture/Growers,
2026-04-13,Farmland LP,https://farmlandlp.com,United States,California,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Farncombe Estate,https://www.farncombeestate.co.uk/,United Kingdom,Worcestershire,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Faro Energy,https://www.faroenergy.com,United States,North Carolina,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Faro Mayorista,https://www.faromayorista.com.ar,Argentina,Neuquén Province,Food products,Wholesale/Retail,
2026-04-13,Farrell Associates Limited,https://www.farrellassociates.com,United Kingdom,Hertfordshire,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Farrow & Ball Ltd,https://www.farrow-ball.com,United Kingdom,Dorset,Other manufacturing,Manufacturing,
2026-04-13,FarrPoint,https://www.farrpoint.com,United Kingdom,Edinburgh,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,FASHIONPHILE,https://www.fashionphile.com,United States,California,General second-hand goods,Wholesale/Retail,
2026-04-13,FAST PENNY SPIRITS,https://www.fastpennyspirits.com,United States,Washington,Beverages,Manufacturing,
2026-04-13,Fastned B.V.,https://fastnedcharging.com/nl,Netherlands The,North Holland,Other personal services,Service with Significant Environmental Footprint,
2026-04-13,FastTrack,https://fasttrackasia.com,Singapore,Central Singapore Community Development Council,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Fat Beehive,https://www.fatbeehive.com,United Kingdom,London Borough of Southwark,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,FatFace Limited,https://www.fatface.com,United Kingdom,Hampshire,Apparel,Wholesale/Retail,
2026-04-13,Fauve,https://www.fauve.com,Canada,Quebec,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Faversham House Holdings Limited,https://www.favershamhouse.com/,United Kingdom,West Sussex,Arts & entertainment,Service with Significant Environmental Footprint,
2026-04-13,Favima,https://favima.com,Chile,Santiago Metropolitan Region,Pharmaceutical products,Manufacturing,
2026-04-13,FAVORITARECICLA S.A.,https://www.gira.com.ec,Ecuador,Pichincha Province,Materials recovery & recycling,Manufacturing,
2026-04-13,Fay Page Ltd,https://www.faypage.co.uk,United Kingdom,Isles of Scilly,Jewelry & related articles,Manufacturing,
2026-04-13,Fazenda da Toca Orgânicos,https://www.fazendadatoca.com.br,Brazil,São Paulo,Mixed Farming,Agriculture/Growers,
2026-04-13,Fazla,https://fazla.com,Turkey,Istanbul Province,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,FD Mediagroep,https://www.fdmg.nl,Netherlands The,North Holland,Publishing - newspapers & magazines,Service with Minor Environmental Footprint,
2026-04-13,Fearne and Rosie,https://www.fearneandrosie.co.uk,United Kingdom,North Yorkshire,Food products,Wholesale/Retail,
2026-04-13,FEDABO SPA,https://www.fedabo.com,Italy,Province of Brescia,Other business support,Service with Minor Environmental Footprint,
2026-04-13,FEED,https://www.somosfeed.com.ar,Argentina,Autonomous City Of Buenos Aires,Food products,Manufacturing,
2026-04-13,"Feist Hedgethorne Limited t/a Plus Accounting, Chartered Accountants",https://www.plusaccounting.co.uk,United Kingdom,East Sussex,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,feito brasil,https://feitobrasilcosmeticos.com.br,Brazil,Paraná,Personal care products,Manufacturing,
